xc,cp
-2.025045238095238176e+00,1.552304643176254800e-02
-2.021295238095238034e+00,8.199740985282508859e-03
-2.015297619047619282e+00,3.245249601217872759e-03
-2.009300000000000086e+00,1.510343527336217807e-03
-2.003302380952380890e+00,6.428904903955799579e-04
-1.997304761904761916e+00,1.424368152375779821e-04
-1.991307142857142942e+00,-1.911989682012163927e-04
-1.985307142857142937e+00,-4.414258057800277265e-04
-1.979309523809523963e+00,-6.249254866715353443e-04
-1.973311904761904989e+00,-7.917433783907428099e-04
-1.967314285714285793e+00,-9.418794809380295939e-04
-1.961316666666666597e+00,-1.058652005141854160e-03
-1.955319047619047845e+00,-1.192106318517220263e-03
-1.949321428571428649e+00,-1.292197053548744786e-03
-1.943323809523809675e+00,-1.408969577752569244e-03
-1.937323809523809448e+00,-1.509060312784093983e-03
-1.931326190476190696e+00,-1.592469258643697608e-03
-1.925328571428571500e+00,-1.692559993675222130e-03
-1.919330952380952526e+00,-1.775968939534825972e-03
-1.913333333333333330e+00,-1.859377885394809067e-03
-1.907335714285714356e+00,-1.959468620426333373e-03
-1.901338095238095383e+00,-2.026195777114016532e-03
-1.895340476190476187e+00,-2.109604722973620373e-03
-1.889340476190476181e+00,-2.193013668833224215e-03
-1.883342857142857207e+00,-2.259740825521286411e-03
-1.877345238095238233e+00,-2.343149771380890253e-03
-1.871347619047619260e+00,-2.409876928068573412e-03
-1.865350000000000064e+00,-2.476604084756256138e-03
-1.859352380952380868e+00,-2.560013030615859980e-03
-1.853354761904762116e+00,-2.626740187303543139e-03
-1.847357142857142920e+00,-2.693467343991605336e-03
-1.841357142857142914e+00,-2.743512711507367380e-03
-1.835359523809523719e+00,-2.810239868195050540e-03
-1.829361904761904967e+00,-2.876967024882733700e-03
-1.823364285714285771e+00,-2.943694181570416426e-03
-1.817366666666666797e+00,-2.993739549086178904e-03
-1.811369047619047601e+00,-3.060466705774241101e-03
-1.805371428571428627e+00,-3.110512073290003579e-03
-1.799373809523809653e+00,-3.177239229977686305e-03
-1.793376190476190679e+00,-3.227284597493448783e-03
-1.787376190476190452e+00,-3.294011754181131943e-03
-1.781378571428571478e+00,-3.344057121696893987e-03
-1.775380952380952504e+00,-3.394102489212656466e-03
-1.769383333333333530e+00,-3.444147856728418510e-03
-1.763385714285714334e+00,-3.494193224244560025e-03
-1.757388095238095138e+00,-3.544238591760322504e-03
-1.751390476190476386e+00,-3.594283959276084548e-03
-1.745392857142857190e+00,-3.644329326791847026e-03
-1.739392857142857185e+00,-3.694374694307609071e-03
-1.733395238095237989e+00,-3.744420061823371549e-03
-1.727397619047619237e+00,-3.794465429339133593e-03
-1.721400000000000041e+00,-3.844510796854896072e-03
-1.715402380952381067e+00,-3.877874375198737435e-03
-1.709404761904761871e+00,-3.927919742714879384e-03
-1.703407142857143119e+00,-3.977965110230641428e-03
-1.697409523809523924e+00,-4.011328688574482791e-03
-1.691409523809523918e+00,-4.061374056090244836e-03
-1.685411904761904722e+00,-4.094737634434086199e-03
-1.679414285714285970e+00,-4.144783001949849111e-03
