# y+ ()             
# Time              	patch               	min                 	max                 	average             
200                 	walls	2.380172868483e+01	3.744488314119e+01	3.718225861526e+01
400                 	walls	2.380172736520e+01	3.744488346376e+01	3.718223720353e+01
600                 	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
800                 	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
1000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
1200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
1400                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
1600                	walls	2.380172736520e+01	3.744488346378e+01	3.718223720364e+01
1800                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
2000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
2200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
2400                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
2600                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
2800                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
3000                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
3200                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
3400                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
3600                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
3800                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
4000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
4200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
4400                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
4600                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
4800                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
5000                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
5200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
5400                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
5600                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
5800                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
6000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
6200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
6400                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
6600                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
6800                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
7000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
7200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
7400                	walls	2.380172736520e+01	3.744488346377e+01	3.718223720363e+01
7600                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
7800                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
8000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
8200                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
8400                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
8600                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
8800                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
9000                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
9200                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
9400                	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
9600                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
9800                	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
10000               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
10200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
10400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
10600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
10800               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
11000               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
11200               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
11400               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
11600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
11800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
12000               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
12200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
12400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
12600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
12800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
13000               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
13200               	walls	2.380172736520e+01	3.744488346377e+01	3.718223720364e+01
13400               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
13600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
13800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
14000               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
14200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
14400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
14600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
14800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
15000               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
15200               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
15400               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
15600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
15800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
16000               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
16200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
16400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
16600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
16800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
17000               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
17200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
17400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
17600               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
17800               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
18000               	walls	2.380172736520e+01	3.744488346378e+01	3.718223720364e+01
18200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
18400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
18600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
18800               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
19000               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
19200               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720363e+01
19400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
19600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
19800               	walls	2.380172736519e+01	3.744488346378e+01	3.718223720364e+01
20000               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
20200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
20400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
20600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
20800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
21000               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
21200               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
21400               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
21600               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
21800               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720363e+01
22000               	walls	2.380172736519e+01	3.744488346377e+01	3.718223720364e+01
